,census_tract_number,9in10yr,9in100yr,21in10yr,21in100yr,fema100yr
0,4176.02,0.0,0.0,0.0,0.0,0.0
1,4091.02,0.0,0.0,0.0,0.0,0.0
2,4421.03,0.0,0.0,0.0,0.0,0.0
3,4196.0,0.0,0.0,0.0,0.0,0.0
4,4101.0,0.0,0.0,0.0,0.0,0.0
5,4431.02,0.0,0.0,0.0,0.0,0.0
6,4113.01,0.0,0.0,0.0,0.0,0.0
7,4421.02,0.0,0.0,0.0,0.0,0.0
8,4001.0,0.0,0.0,0.0,0.0,0.0
9,4071.0,0.0,0.0,0.0,0.0,0.0
10,4003.0,0.0,0.0,0.0,0.0,0.0
11,4010.0,0.0,0.0,0.0,0.0,0.0
12,4231.0,0.0,0.0,0.0,0.0,0.0
13,4179.01,0.0,0.0,0.0,0.0,0.0
14,4203.01,0.0,0.0,0.0,0.0,0.0
15,4081.01,0.0,0.0,0.0,0.0,0.0
16,4104.0,0.0,0.0,0.0,0.0,0.0
17,4122.0,0.0,0.0,0.0,0.0,0.0
18,4007.0,0.0,0.0,0.0,0.0,0.0
19,4163.0,0.0,0.0,0.0,0.0,0.0
20,4175.02,0.0,0.0,0.0,0.0,0.0
21,4043.02,0.0,0.0,0.0,0.0,0.0
22,4043.01,0.0,0.0,0.0,0.0,0.0
23,4181.01,0.0,0.0,0.0,0.0,0.0
24,4176.01,0.0,0.0,0.0,0.0,0.0
25,4005.0,0.0,0.0,0.0,0.0,0.0
26,4042.01,0.0,0.0,0.0,0.0,0.0
27,4153.0,0.0,0.0,0.0,0.0,0.0
28,4175.01,0.0,0.0,0.0,0.0,0.0
29,4011.0,0.0,0.0,0.0,0.0,0.0
30,4195.0,0.0,0.0,0.0,0.0,0.0
31,4180.02,0.0,0.0,0.0,0.0,0.0
32,4223.02,0.0,0.0,0.0,0.0,0.0
33,4564.02,0.0,0.0,0.0,0.0,0.0
34,4561.02,0.0,0.0,0.0,0.0,0.0
35,4172.0,0.0,0.0,0.0,0.0,0.0
36,4111.0,0.0,0.0,0.0,0.0,0.0
37,4141.0,0.0,0.0,0.0,0.0,0.0
38,4179.02,0.0,0.0,0.0,0.0,0.0
39,4224.0,0.0,0.0,0.0,0.0,0.0
40,4212.0,0.0,0.0,0.0,0.0,0.0
41,4225.02,0.0,0.0,0.0,0.0,0.0
42,4173.0,0.0,0.0,0.0,0.0,0.0
43,4422.01,0.0,0.0,0.0,0.0,0.0
44,4171.0,0.0,0.0,0.0,0.0,0.0
45,4227.0,0.0,0.0,0.0,0.0,0.0
46,4024.0,0.0,0.0,0.0,0.0,0.0
47,4431.01,0.0,0.0,0.0,0.0,0.0
48,4051.0,0.0,0.0,0.0,0.0,0.0
49,4572.0,0.0,0.0,0.0,0.0,0.0
50,4112.0,0.0,0.0,0.0,0.0,0.0
51,4006.0,0.0,0.0,0.0,0.0,0.0
52,4561.01,0.0,0.0,0.0,0.0,0.0
53,4162.0,0.0,0.0,0.0,0.0,0.0
54,4221.0,0.0,0.0,0.0,0.0,0.0
55,4134.01,0.0,0.0,0.0,0.0,0.0
56,4012.0,0.0,0.0,0.0,0.0,0.0
57,4008.0,0.0,0.0,0.0,0.0,0.0
58,4121.0,0.0,0.0,0.0,0.0,0.0
59,4091.01,0.0,0.0,0.0,0.0,0.0
60,4004.0,0.0,0.0,0.0,0.0,0.0
61,4033.0,0.0,0.0,0.0,0.0,0.0
62,4143.0,0.0,0.0,0.0,0.0,0.0
63,4422.02,0.0,0.0,0.0,0.0,0.0
64,4103.0,0.0,0.0,0.0,0.0,0.0
65,4061.02,0.0,0.0,0.0,0.0,0.0
66,4061.01,0.0,0.0,0.0,0.0,0.0
67,4202.01,0.0,0.0,0.0,0.0,0.0
68,4563.02,0.0,0.0,0.0,0.0,0.0
69,4142.0,0.0,0.0,0.0,0.0,0.0
70,4021.02,0.0,0.0,0.0,0.0,0.0
71,4151.02,0.0,0.0,0.0,0.0,0.0
72,4133.0,0.0,0.0,0.0,0.0,0.0
73,4131.0,0.0,0.0,0.0,0.0,0.0
74,4034.0,0.0,0.0,0.0,0.0,0.0
75,4031.0,0.0,0.0,0.0,0.0,0.0
76,4161.01,0.0,0.0,0.0,0.0,0.0
77,4564.01,0.0,0.0,0.0,0.0,0.0
78,4025.0,0.0,0.0,0.0,0.0,0.0
79,4081.02,0.0,0.0,0.0,0.0,0.0
80,4132.0,0.0,0.0,0.0,0.0,0.0
81,4151.01,0.0,0.0,0.0,0.0,0.0
82,4035.0,0.0,0.0,0.0,0.0,0.0
83,4177.01,0.0,0.0,0.0,0.0,0.0
84,4202.02,0.0,0.0,0.0,0.0,0.0
85,4021.01,0.0,0.0,0.0,0.0,0.0
86,4023.0,0.0,0.0,0.0,0.0,0.0
87,4192.0,0.0,0.0,0.0,0.0,0.0
88,4571.0,0.0,0.0,0.0,0.0,0.0
89,4022.0,0.0,0.0,0.0,0.0,0.0
90,4164.0,0.0,0.0,0.0,0.0,0.0
91,4222.0,0.0,0.0,0.0,0.0,0.0
92,4042.02,0.0,0.0,0.0,0.0,0.0
93,4191.0,0.0,0.0,0.0,0.0,0.0
94,4161.02,0.0,0.0,0.0,0.0,0.0
95,4563.01,0.0,0.0,0.0,0.0,0.0
96,4203.02,0.0,0.0,0.0,0.0,0.0
97,4401.0,0.0,0.0,0.0,0.0,0.0
98,4421.01,0.0,0.0,0.0,0.0,0.0
99,4412.02,0.0,0.0,0.0,0.0,0.0
100,4197.0,0.0,0.0,0.0,0.0,0.0
101,4009.0,0.0,0.0,0.0,0.0,0.0
102,4135.0,0.0,0.0,0.0,0.0,0.0
103,4412.03,0.0,0.0,0.0,0.0,0.0
104,4562.0,0.0,0.0,0.0,0.0,0.0
105,4198.0,0.0,0.0,0.0,0.0,0.0
106,4228.0,0.0,0.0,0.0,0.0,0.0
107,4225.01,0.0,0.0,0.0,0.0,0.0
108,4113.02,0.0,0.0,0.0,0.0,0.0
109,4226.0,0.0,0.0,0.0,0.0,0.0
110,4180.04,0.0,0.0,0.0,0.0,0.0
111,4194.0,0.0,0.0,0.0,0.0,0.0
112,4201.0,0.0,0.0,0.0,0.0,0.0
113,4223.01,0.0,0.0,0.0,0.0,0.0
114,4211.0,0.0,0.0,0.0,0.0,0.0
115,4412.04,0.0,0.0,0.0,0.0,0.0
116,4177.02,0.0,0.0,0.0,0.0,0.0
117,4002.0,0.0,0.0,0.0,0.0,0.0
118,4180.03,0.0,0.0,0.0,0.0,0.0
119,4152.0,0.0,0.0,0.0,0.0,0.0
120,4178.01,0.0,0.0,0.0,0.0,0.0
121,4041.0,0.0,0.0,0.0,0.0,0.0
122,4044.0,0.0,0.0,0.0,0.0,0.0
123,4134.02,0.0,0.0,0.0,0.0,0.0
124,4181.02,0.0,0.0,0.0,0.0,0.0
125,4182.0,0.0,0.0,0.0,0.0,0.0
126,4193.0,0.0,0.0,0.0,0.0,0.0
127,4123.0,0.0,0.0,0.0,0.0,0.0
128,4178.02,0.0,0.0,0.0,0.0,0.0
129,4174.0,0.0,0.0,0.0,0.0,0.0
130,5401.03,0.0,0.0,0.0,0.0,0.0
131,5011.02,0.0,0.0,0.0,0.0,0.0
132,5105.02,0.0,0.0,0.0,0.0,0.0
133,5304.0,0.0,0.0,0.0,0.0,0.0
134,5113.02,0.0,0.0,0.0,0.0,0.0
135,5081.01,0.0,0.0,0.0,0.0,0.0
136,5021.02,0.0,0.0,0.0,0.0,0.0
137,5232.02,0.0,0.0,0.0,0.0,0.0
138,5221.02,0.0,0.0,0.0,0.0,0.0
139,5308.01,0.0,0.0,0.0,0.0,0.0
140,5261.0,0.0,0.0,0.0,0.0,0.0
141,5401.02,0.0,0.0,0.0,0.0,0.0
142,5091.02,0.0,0.0,0.0,0.0,0.0
143,5104.0,0.0,0.0,0.0,0.0,0.0
144,5202.02,0.0,0.0,0.0,0.0,0.0
145,5411.0,0.0,0.0,0.0,0.0,0.0
146,5453.0,0.0,0.0,0.0,0.0,0.0
147,5052.0,0.0,0.0,0.0,0.0,0.0
148,5031.02,0.0,0.0,0.0,0.0,0.0
149,5601.0,0.0,0.0,0.0,0.0,0.0
150,5422.0,0.0,0.0,0.0,0.0,0.0
151,5423.0,0.0,0.0,0.0,0.0,0.0
152,5452.0,0.0,0.0,0.0,0.0,0.0
153,5421.01,0.0,0.0,0.0,0.0,0.0
154,5431.0,0.0,0.0,0.0,0.0,0.0
155,5611.0,0.0,0.0,0.0,0.0,0.0
156,5021.01,0.0,0.0,0.0,0.0,0.0
157,5442.0,0.0,0.0,0.0,0.0,0.0
158,5091.01,0.0,0.0,0.0,0.0,0.0
159,5421.02,0.0,0.0,0.0,0.0,0.0
160,5303.0,0.0,0.0,0.0,0.0,0.0
161,5231.0,0.0,0.0,0.0,0.0,0.0
162,5211.02,0.0,0.0,0.0,0.0,0.0
163,5012.02,0.0,0.0,0.0,0.0,0.0
164,5051.01,0.0,0.0,0.0,0.0,0.0
165,5082.0,0.0,0.0,0.0,0.0,0.0
166,5071.04,0.0,0.0,0.0,0.0,0.0
167,5241.02,0.0,0.0,0.0,0.0,0.0
168,5051.02,0.0,0.0,0.0,0.0,0.0
169,5307.0,0.0,0.0,0.0,0.0,0.0
170,5308.02,0.0,0.0,0.0,0.0,0.0
171,5062.02,0.0,0.0,0.0,0.0,0.0
172,5041.01,0.0,0.0,0.0,0.0,0.0
173,5113.01,0.0,0.0,0.0,0.0,0.0
174,5306.0,0.0,0.0,0.0,0.0,0.0
175,5062.04,0.0,0.0,0.0,0.0,0.0
176,5031.01,0.0,0.0,0.0,0.0,0.0
177,5115.0,0.0,0.0,0.0,0.0,0.0
178,5001.04,0.0,0.0,0.0,0.0,0.0
179,5107.0,0.0,0.0,0.0,0.0,0.0
180,5251.04,0.0,0.0,0.0,0.0,0.0
181,5309.01,0.0,0.0,0.0,0.0,0.0
182,5221.01,0.0,0.0,0.0,0.0,0.0
183,5451.0,0.0,0.0,0.0,0.0,0.0
184,5106.0,0.0,0.0,0.0,0.0,0.0
185,5251.01,0.0,0.0,0.0,0.0,0.0
186,5454.0,0.0,0.0,0.0,0.0,0.0
187,5116.0,0.0,0.0,0.0,0.0,0.0
188,5401.01,0.0,0.0,0.0,0.0,0.0
189,5117.02,0.0,0.0,0.0,0.0,0.0
190,5202.01,0.0,0.0,0.0,0.0,0.0
191,5071.03,0.0,0.0,0.0,0.0,0.0
192,5241.01,0.0,0.0,0.0,0.0,0.0
193,5062.03,0.0,0.0,0.0,0.0,0.0
194,5302.0,0.0,0.0,0.0,0.0,0.0
195,5108.0,0.0,0.0,0.0,0.0,0.0
196,5081.02,0.0,0.0,0.0,0.0,0.0
197,5201.0,0.0,0.0,0.0,0.0,0.0
198,5111.0,0.0,0.0,0.0,0.0,0.0
199,5112.0,0.0,0.0,0.0,0.0,0.0
200,5041.02,0.0,0.0,0.0,0.0,0.0
201,5305.0,0.0,0.0,0.0,0.0,0.0
202,5001.01,0.0,0.0,0.0,0.0,0.0
203,5211.01,0.0,0.0,0.0,0.0,0.0
204,5101.0,0.0,0.0,0.0,0.0,0.0
205,5441.0,0.0,0.0,0.0,0.0,0.0
206,5252.04,0.0,0.0,0.0,0.0,0.0
207,5061.01,0.0,0.0,0.0,0.0,0.0
208,5301.0,0.0,0.0,0.0,0.0,0.0
209,5309.02,0.0,0.0,0.0,0.0,0.0
210,5071.01,0.0,0.0,0.0,0.0,0.0
211,5102.0,0.0,0.0,0.0,0.0,0.0
212,5011.01,0.0,0.0,0.0,0.0,0.0
213,5114.0,0.0,0.0,0.0,0.0,0.0
214,5105.01,0.0,0.0,0.0,0.0,0.0
215,5061.02,0.0,0.0,0.0,0.0,0.0
216,5012.01,0.0,0.0,0.0,0.0,0.0
217,5022.0,0.0,0.0,0.0,0.0,0.0
218,5117.01,0.0,0.0,0.0,0.0,0.0
219,5232.01,0.0,0.0,0.0,0.0,0.0
220,5252.03,0.0,0.0,0.0,0.0,0.0
221,5212.01,0.0,0.0,0.0,0.0,0.0
222,5001.03,0.0,0.0,0.0,0.0,0.0
223,5105.03,0.0,0.0,0.0,0.0,0.0
224,5212.02,0.0,0.0,0.0,0.0,0.0
225,5612.0,0.0,0.0,0.0,0.0,0.0
226,5103.0,0.0,0.0,0.0,0.0,0.0
227,5110.0,0.0,0.0,0.0,0.0,0.0
228,5109.0,0.0,0.0,0.0,0.0,0.0
229,5253.0,0.0,0.0,0.0,0.0,0.0
230,1703.0,0.0,0.0,0.0,0.0,0.250299
231,709.0,0.0,0.0,0.0,0.0,0.0
232,1705.01,0.0,0.0,0.0,0.0,0.875192
233,612.0,0.137431832867,0.190472899366,0.35231399999999996,0.523530635002,0.186972
234,917.0,0.0,0.0,0.0,0.0,0.0
235,1804.0,0.0,0.0,0.0,0.0,0.658334
236,1009.0,0.0,0.0,0.0,0.0,0.03546
237,1010.02,0.0,0.0,0.0,0.0,0.006091
238,1201.04,0.0,0.0,0.0,0.0,0.0
239,1404.0,0.0,0.0,0.0,0.0,0.010993
240,1003.0,0.0,0.0,0.0,0.0,0.0
241,814.0,0.0,0.0,0.0,0.0,0.0
242,604.0,0.0,0.0,0.0,0.00236967036396,0.010898
243,9813.0,0.018234048384,0.055887790938200003,0.0510313,0.135507583862,0.077931
244,1705.02,0.0,0.0,0.0,0.0,0.956315
245,1206.0,0.0,0.0,0.0,0.0,0.0
246,1.0,0.0,0.0,0.0,0.0,0.0
247,1702.0,0.0,0.0,0.0,0.0,0.0
248,701.01,0.0206544893305,0.0251868820157,0.027631299999999998,0.19802107102299998,0.026664
249,202.0,0.0,0.0,0.0,0.0,0.0
250,1101.03,0.0,0.0,0.0,0.0,0.0
251,707.0,0.0,0.0,0.0,0.0331926511281,0.0
252,901.0,0.0,0.0,0.0,0.0,0.0
253,502.0,0.0,0.00765522337709,0.0090771,0.13861978884,0.0075
254,608.0,0.0,0.0,0.0,0.164101850507,0.0
255,711.01,0.0,0.0,0.0,0.0,0.0
256,1403.0,0.0,0.0,0.0,0.0,0.02526
257,203.01,0.008074378643479999,0.00807437864359,0.0080744,0.0155749329978,0.007388
258,603.01,0.0,0.0,0.0,0.0026997133249599997,0.001597
259,101.04,0.0,0.0,0.0,0.00522239062032,0.025832
260,809.0,0.0,0.0,0.0,0.0,0.0
261,104.04,0.0,0.0,0.0,0.0,0.0
262,5.03,0.0,0.0,0.0,0.0,0.0
263,201.01,0.0,0.0,0.0,0.0,0.0
264,5.02,0.0,0.0,0.0,0.0,0.0
265,108.01,0.0,0.0,0.0,0.035574590822699995,0.0
266,705.0,0.0,0.0,0.0,0.0,0.0
267,305.0,0.16792769288400003,0.228032205849,0.23792,0.507848844357,0.336446
268,1006.03,0.19181812415199997,0.241247484798,0.269623,0.309746887512,0.425006
269,107.02,0.0,0.0,0.0,0.0,0.0
270,605.01,0.0,0.000984766538642,0.0009845000000000001,0.013047717776799998,0.0
271,1204.0,0.0,0.0,0.0,0.0,0.0
272,108.02,0.0,0.0,0.0,0.031892435132,0.0
273,1106.01,0.0,0.0,0.0,0.0,0.0
274,712.01,0.0,0.0,0.0011767000000000001,0.0018155368676400002,0.0
275,107.01,0.0,0.0,0.0,0.0,0.0
276,1603.0,0.108559054636,0.153064804881,0.166186,0.19752144266399999,0.217823
277,505.0,0.0,0.113738627588,0.11264500000000001,0.9327065468279999,0.116439
278,1707.01,0.0427708277216,0.0673614109846,0.06881469999999999,0.07297316203200001,0.783302
279,8.02,0.0,0.0,0.0,0.0,0.0
280,3.01,0.0,0.0,0.0,0.0,0.0
281,601.01,0.011443307856299998,0.0266963980305,0.05069,0.09816057121310001,0.083507
282,203.03,0.112251396494,0.34375186020599996,0.178466,0.5206283122550001,0.455916
283,401.0,0.0314175561731,0.0993053643171,0.110299,0.157697401713,0.114171
284,1706.01,0.011207406244700001,0.0112468924532,0.011246899999999999,0.011246757774399999,0.186703
285,703.0,0.0,0.0,0.0,0.101942738619,0.0
286,1805.0,0.079456675637,0.134984705317,0.134985,0.0168977978583,0.8381
287,1801.01,0.0954648123111,0.115562523664,0.116409,0.131876397864,0.312108
288,105.0,0.0,0.0,0.0,0.0,0.0
289,1201.05,0.0,0.0,0.0,0.0,0.00034
290,805.0,0.0,0.0,0.0,0.0,0.0
291,606.0,0.157358046595,0.41671466302,0.450626,0.6748908944230001,0.363251
292,102.04,0.0,0.0,0.0,0.0,0.120162
293,1302.0,0.0,0.0,0.0,0.0,0.0
294,1401.07,0.0,0.0,0.0,0.0,0.000127
295,1010.01,0.0,0.0,0.0,0.0,0.006004
296,602.0,0.0,0.0171949368432,0.0463871,0.08861492216469999,0.071877
297,1203.01,0.0,0.0,0.0,0.0,0.0
298,1104.01,0.0,0.0,0.0,0.0,0.0
299,1008.0,0.17587159748,0.184821882015,0.18830999999999998,0.197267819428,0.197629
300,1401.02,0.0,0.0,0.0,0.0,0.068418
301,1105.01,0.0,0.0,0.0,0.0,0.0
302,1402.02,0.0,0.0,0.0,0.0,0.000165
303,102.03,0.0,0.0,0.0,0.0,0.006505
304,923.0,0.0,0.0,0.0,0.0,0.0
305,912.0,0.0,0.0,0.0,0.0,0.0
306,1304.02,0.0,0.0,0.0,0.0,0.154786
307,1105.02,0.0,0.0,0.0,0.0,0.0
308,815.0,0.0,0.0,0.0,0.0,0.0
309,1601.01,0.20125851828299998,0.277156631977,0.28115100000000004,0.335423219106,0.298457
310,1104.03,0.0,0.0,0.0,0.0,0.0
311,708.0,0.0,0.0,0.0,0.0,0.0
312,1002.0,0.0,0.0,0.0,0.0,0.0
313,1301.0,0.0,0.0,0.0,0.0,0.083174
314,1401.05,0.0,0.0,0.0,0.0,0.0
315,1606.02,0.0,0.0,0.0,0.0,0.09256
316,1802.0,0.136446883002,0.188086459786,0.191965,0.214323279698,0.222565
317,1701.0,0.0,0.0,0.0,0.0,0.085387
318,922.0,0.0,0.0,0.0,0.0,0.0
319,1606.01,0.0,0.0,0.0,0.0,0.108886
320,1304.04,0.0,0.0,0.0,0.0,0.0
321,1708.0,0.206782415713,0.23062924553800002,0.234698,0.24912726625,0.399668
322,904.0,0.0,0.0,0.0,0.0,0.0
323,1707.02,0.0,0.0,0.0,0.0,0.129076
324,1602.0,0.0,0.00225834251825,0.0060117,0.0130655656674,0.001981
325,1704.0,0.0,0.0,0.0,0.0,0.632802
326,907.0,0.0,0.0,0.0937814,0.135334679898,0.0
327,813.0,0.0,0.0,0.0,0.0,0.0
328,803.0,0.0,0.0,0.0,0.0,0.0
329,203.02,0.0,0.0,0.0,0.0,0.0
330,303.0,0.15117883192700002,0.324475288139,0.36066,0.43307831801200003,0.315727
331,6.01,0.0,0.0,0.0,0.0,0.0
332,4.02,0.0,0.0,0.0,0.0,0.0
333,1207.0,0.0,0.0,0.0,0.0,0.0
334,507.0,0.0,0.5324022643590001,0.540479,0.864697284488,0.417434
335,1201.03,0.0,0.0,0.0,0.0,0.0
336,3.02,0.0,0.0,0.0,0.0,0.0
337,1303.0,0.0,0.0,0.0,0.0,0.0
338,1106.07,0.0,0.0,0.0,0.0,0.0
339,5.04,0.0,0.0,0.0,0.0,0.0
340,1304.06,0.0,0.0,0.0,0.0,0.0
341,910.01,0.149711488713,0.148635291846,0.250689,0.281617039979,0.256999
342,1007.0,0.0400793818451,0.0610965498056,0.0968817,0.11951451570900001,0.087653
343,919.0,0.0,0.0,0.0,0.0,0.0
344,1605.01,0.0,0.0,0.0,0.0,0.203824
345,511.01,0.0394899117522,0.08119523374589999,0.15078,0.316255042978,0.265515
346,610.0,0.0,0.0,0.0,0.231051253336,0.073796
347,818.0,0.0,0.0,0.0,0.0,0.0
348,918.0,0.0,0.0,0.0,0.0,0.0
349,920.0,0.0,0.0,0.0,0.0,0.0
350,7.04,0.0,0.0,0.0,0.0,0.0
351,914.0,0.0,0.0,0.0,0.0,0.0
352,1011.01,0.0,0.0,0.0,0.0,0.0
353,1006.01,0.0,0.0,0.0,0.0,0.0
354,921.01,0.0176584787793,0.0200680233812,0.022449,0.0257007812872,0.091163
355,406.0,0.0301250903251,0.0868379206148,0.09474310000000001,0.382223042905,0.240045
356,304.0,0.00397968205989,0.0162683774296,0.0236189,0.0316137224447,0.012243
357,4.01,0.0,0.0,0.0,0.0,0.0
358,404.01,0.024262002663500003,0.0333182666052,0.038643800000000006,0.13099782474899999,0.130579
359,811.0,0.0,0.0,0.0,0.0,0.0
360,1011.02,0.0,0.0,0.0,0.0,0.0
361,1005.0,0.0,0.0,0.0,0.0,0.0
362,911.0,0.0,0.0,0.026814400000000002,0.0412867375259,0.0
363,924.0,0.0,0.0,0.0,0.0,0.0
364,104.08,0.0,0.0,0.0,0.0,0.0
365,915.0,0.0,0.0,0.0,0.0,0.0
366,1001.0,0.0,0.0,0.0,0.0,0.0
367,1402.01,0.0,0.0,0.0,0.0,0.160509
368,902.0,0.0,0.0,0.0,0.0,0.0
369,501.01,0.09555883265730002,0.133758537992,0.140526,0.186524582765,0.13162
370,106.0,0.0,0.0,0.0,0.0,0.0
371,2.01,0.0,0.0,0.0,0.0,0.0
372,2.02,0.0,0.0,0.0,0.0,0.0
373,302.0,0.0,0.0,0.0860913,0.38535190419200005,0.0827
374,1803.01,0.013096563882299999,0.0388634103494,0.03963,0.050106617515699996,0.148884
375,801.0,0.0,0.0,0.0019444000000000002,0.00231878055958,0.0
376,702.0,0.0,0.0,0.0,0.32983259691,0.0
377,403.0,0.0,0.0,0.0,0.0007127048972889999,0.0
378,913.0,0.0,0.0,0.0,0.0,0.0
379,9810.0,0.0,0.0,0.0,0.0,0.0
380,821.0,0.0,0.0,0.0,0.0,0.0
381,817.0,0.0,0.0,0.0,0.0,0.0
382,916.0,0.0,0.0,0.0,0.0,0.0
383,408.01,0.19781488706300002,0.344068273839,0.392842,0.65161943649,0.406821
384,1103.01,0.0,0.0,0.0,0.0,0.0
385,7.01,0.0,0.0,0.0,0.0,0.0
386,706.0,0.0,0.0,0.0,0.0,0.0
387,402.0,0.0,0.0,0.0,0.0,0.0
388,7.03,0.0,0.0,0.0,0.0,0.0
389,512.0,0.243167556333,0.344218541797,0.365179,0.536644837232,0.543879
390,510.0,0.0321256875125,0.0521855767417,0.325588,0.38767877914800003,0.322578
391,509.01,0.120537620892,0.18855137681899997,0.193549,0.284809567135,0.19592
392,504.0,0.0980829953071,0.18265931596299997,0.188068,0.525991614256,0.162703
393,810.01,0.0,0.0,0.0,0.0,0.0
394,611.01,0.0,0.0,0.0966462,0.427191613558,0.038487
395,6.02,0.0,0.0,0.0,0.0,0.0
396,906.0,0.0,0.0,0.0,0.0,0.0
397,301.0,0.0,0.0,0.0044972,0.025933655364,0.000728
398,804.01,0.0,0.0,0.0,0.0,0.0
399,101.03,0.0,0.0,0.0,0.0,0.0
400,1605.02,0.273015357459,0.38676091293700005,0.390283,0.45574398203100003,0.472146
401,1102.01,0.0,0.0,0.0,0.0,0.0
402,1004.0,0.0,0.0,0.0,0.0,0.0
403,1202.01,0.0,0.0,0.0,0.0,0.0
404,1401.06,0.0,0.0,0.0,0.0,0.0
405,820.0,0.0,0.0,0.0,0.0,0.0
406,104.03,0.0,0.0,0.0,0.0,0.0
407,1205.0,0.0,0.0,0.0,0.0,0.0
408,9807.0,0.0,0.0,0.0,0.0,1e-06
409,104.05,0.0,0.0,0.0,0.0,0.0
410,819.0,0.0,0.0,0.0,0.0,0.0
411,808.01,0.0,0.0,0.0,0.0,0.0
412,506.0,0.0,0.809326103339,0.8343149999999999,0.9114078930249999,0.858611
413,903.0,0.0,0.0,0.0,0.0,0.0
414,812.0,0.0,0.0,0.0,0.0,0.0
415,103.0,0.0,0.0,0.0,0.0,0.000982
416,806.01,0.0,0.0,0.0,0.0,0.0
417,9815.01,0.613492302736,0.613492302606,0.613492,0.6946931736349999,0.633238
418,9817.0,0.0,0.0,0.0,0.0,0.0
419,1604.0,0.000529926488613,0.000529926488588,0.0005298999999999999,0.000529876522453,0.706731
420,704.02,0.0152090236854,0.016535296669100003,0.016753599999999997,0.137483991286,0.0
421,503.0,0.25892055143599996,0.517446786823,0.565708,0.717728098081,0.575615
422,9803.0,0.0,0.0,0.0,0.0,0.0
423,9818.0,0.0,0.0,0.0,0.0,0.25948
424,9811.0,0.0,0.0,0.0,0.0,0.0
425,9816.0,0.815112245816,0.881277969714,0.883295,0.922488894287,0.95235
426,9812.02,0.0538612587019,0.478886612915,0.49874300000000005,0.729328401051,0.640625
427,8.03,0.0,0.0,0.0,0.0,0.0
428,909.01,0.020989510688299996,0.150284878428,0.280152,0.393304510721,0.439872
429,607.0,0.0,0.0,0.0,0.00432471846077,0.0
430,9815.02,0.031075146575700003,0.248936798359,0.286963,0.47575120705300006,0.632244
431,9812.01,0.225370367151,0.284223044805,0.307652,0.719937071053,0.74199
432,9901.01,0.270826937072,0.32079517310600003,0.324421,0.34061019713600005,0.950706
433,9801.01,0.187485822269,0.224096650925,0.229897,0.21435381527699998,0.044107
